33.9400 2.35985×10−12 1.15786×10−13 58.4620 4.18190×10−13 2.01766×10−14
34.5530 2.24248×10−12 1.10334×10−13 59.0750 4.10177×10−13 1.97734×10−14
35.1660 2.12921×10−12 1.05066×10−13 59.6880 4.02413×10−13 1.93828×10−14
35.7790 2.02048×10−12 1.00004×10−13 60.3020 3.94875×10−13 1.90045×10−14
36.3920 1.91639×10−12 9.51523×10−14 60.9150 3.87538×10−13 1.86363×10−14
37.0050 1.81673×10−12 9.04966×10−14 61.5280 3.80389×10−13 1.82781×10−14
37.6180 1.72122×10−12 8.60191×10−14 62.1410 3.73395×10−13 1.79288×10−14
38.2310 1.62951×10−12 8.16950×10−14 62.7540 3.66568×10−13 1.75884×10−14
38.8440 1.54139×10−12 7.75036×10−14 63.3670 3.59875×10−13 1.72548×10−14
39.4570 1.45663×10−12 7.34311×10−14 63.9800 3.53328×10−13 1.69280×10−14
40.0700 1.37521×10−12 6.94729×10−14 64.5930 3.46907×10−13 1.66092×10−14
40.6830 1.29700×10−12 6.56310×10−14 65.2060 3.40603×10−13 1.62963×10−14
41.2960 1.22239×10−12 6.19174×10−14 65.8190 3.34429×10−13 1.59894×10−14
41.9100 1.15154×10−12 5.83473×10−14 66.4320 3.28365×10−13 1.56886×10−14
42.5230 1.08456×10−12 5.49409×10−14 67.0450 3.22415×10−13 1.53942×10−14
67.6580 3.16581×10−13 1.51050×10−14 92.1810 1.58281×10−13 7.37938×10−15
68.2710 3.10855×10−13 1.48224×10−14 92.7940 1.55703×10−13 7.25532×10−15
68.8840 3.05240×10−13 1.45442×10−14 93.4070 1.53156×10−13 7.13360×10−15
69.4970 2.99727×10−13 1.42729×10−14 94.0200 1.50662×10−13 7.01401×10−15
70.1110 2.94330×10−13 1.40063×10−14 94.6330 1.48212×10−13 6.89677×10−15
70.7240 2.89030×10−13 1.37456×10−14 95.2460 1.45804×10−13 6.78169×10−15
71.3370 2.83840×10−13 1.34899×10−14 95.8590 1.43439×10−13 6.66866×10−15
71.9500 2.78762×10−13 1.32404×10−14 96.4720 1.41118×10−13 6.55782×10−15
72.5630 2.73776×10−13 1.29950×10−14 97.0850 1.38830×10−13 6.44896×10−15
73.1760 2.68896×10−13 1.27560×10−14 97.6980 1.36597×10−13 6.34218×10−15
73.7890 2.64111×10−13 1.25212×10−14 98.3120 1.34387×10−13 6.23740×10−15
74.4020 2.59424×10−13 1.22918×10−14 98.9250 1.32232×10−13 6.13451×10−15
75.0150 2.54846×10−13 1.20668×10−14 99.5380 1.30111×10−13 6.03365×10−15
75.6280 2.50356×10−13 1.18473×10−14 100.151 1.28023×10−13 5.93469×10−15
76.2410 2.45956×10−13 1.16323×10−14 100.764 1.25981×10−13 5.83755×10−15
76.8540 2.41657×10−13 1.14218×10−14 101.377 1.23962×10−13 5.74231×10−15
77.4670 2.37448×10−13 1.12157×10−14 101.990 1.21999×10−13 5.64878×10−15
78.0800 2.33329×10−13 1.10153×10−14 102.603 1.20059×10−13 5.55705×10−15
78.6930 2.29291×10−13 1.08181×10−14 103.216 1.18152×10−13 5.46702×10−15
79.3070 2.25343×10−13 1.06256×10−14 103.829 1.16280×10−13 5.37868×10−15
79.9200 2.21474×10−13 1.04371×10−14 104.442 1.14442×10−13 5.29191×10−15
80.5330 2.17696×10−13 1.02528×10−14 105.055 1.12637×10−13 5.20682×10−15
81.1460 2.13986×10−13 1.00723×10−14 105.668 1.10865×10−13 5.12318×10−15
81.7590 2.10355×10−13 9.89566×10−15 106.281 1.09127×10−13 5.04108×10−15
82.3720 2.06791×10−13 9.72280×10−15 106.894 1.07409×10−13 4.96052×10−15
82.9850 2.03305×10−13 9.55339×10−15 107.508 1.05725×10−13 4.88138×10−15
83.5980 1.99885×10−13 9.38753×10−15 108.121 1.04068×10−13 4.80354×10−15
84.2110 1.96542×10−13 9.22506×10−15 108.734 1.02440×10−13 4.72710×10−15
84.8240 1.93254×10−13 9.06587×10−15 109.347 1.00838×10−13 4.65204×10−15
85.4370 1.90031×10−13 8.90983×10−15 109.960 9.92612×10−14 4.57816×10−15
86.0500 1.86872×10−13 8.75691×10−15 110.573 9.77111×10−14 4.50565×10−15
86.6630 1.83767×10−13 8.60700×10−15 111.186 9.61852×10−14 4.43430×10−15
87.2760 1.80726×10−13 8.45996×10−15 111.799 9.46833×10−14 4.36410×10−15
87.8890 1.77738×10−13 8.31568×10−15 112.412 9.32055×10−14 4.29505×10−15
88.5030 1.74802×10−13 8.17426×10−15 113.025 9.17508×10−14 4.22716×10−15
89.1160 1.71930×10−13 8.03547×10−15 113.638 9.03192×10−14 4.16043×10−15
89.7290 1.69100×10−13 7.89920×10−15 114.251 8.89109×10−14 4.09487×10−15
90.3420 1.66322×10−13 7.76556×10−15 114.864 8.75238×10−14 4.03037×10−15
90.9550 1.63596×10−13 7.63445×10−15 115.477 8.61605×10−14 3.96695×10−15
91.5680 1.60912×10−13 7.50565×10−15 116.090 8.48178×10−14 3.90451×10−15
116.704 8.34971×10−14 3.84327×10−15 124.673 6.82383×10−14 3.13824×10−15
117.317 8.21987×10−14 3.78304×10−15 125.286 6.71957×10−14 3.09031×10−15
117.930 8.09229×10−14 3.72383×10−15 125.899 6.61691×10−14 3.04308×10−15
118.543 7.96677×10−14 3.66564×10−15 126.513 6.51571×10−14 2.99664×10−15
119.156 7.84334×10−14 3.60860×10−15 127.126 6.41581×10−14 2.95075×10−15
119.769 7.72211×10−14 3.55250×10−15 127.739 6.31721×10−14 2.90563×10−15
120.382 7.60289×10−14 3.49733×10−15 128.352 6.22001×10−14 2.86105×10−15
120.995 7.48580×10−14 3.44333×10−15 128.965 6.12419×10−14 2.81717×10−15
121.608 7.37080×10−14 3.39016×10−15 129.578 6.02987×10−14 2.77393×10−15
122.221 7.25769×10−14 3.33803×10−15 130.191 5.93716×10−14 2.73144×10−15
122.834 7.14654×10−14 3.28672×10−15 130.804 5.84640×10−14 2.68995×10−15
123.447 7.03721×10−14 3.23642×10−15 131.417 5.75805×10−14 2.64968×10−15
124.060 6.92966×10−14 3.18690×10−15 132.030 5.67277×10−14 2.61071×10−15

