1372.36 3.66170×10−12 1.56450×10−13 1396.48 1.66160×10−12 6.98390×10−14
1397.08 1.63010×10−12 6.85190×10−14 1409.15 1.11970×10−12 4.72860×10−14
1397.69 1.59930×10−12 6.72270×10−14 1409.75 1.09920×10−12 4.64420×10−14
1398.29 1.56910×10−12 6.59620×10−14 1410.35 1.07910×10−12 4.56160×10−14
1398.90 1.53960×10−12 6.47250×10−14 1410.95 1.05950×10−12 4.48070×10−14
1399.50 1.51060×10−12 6.35140×10−14 1411.56 1.04020×10−12 4.40140×10−14
1400.10 1.48230×10−12 6.23290×10−14 1412.16 1.02130×10−12 4.32380×10−14
1400.70 1.45450×10−12 6.11700×10−14 1412.76 1.00280×10−12 4.24780×10−14
1401.31 1.42720×10−12 6.00350×10−14 1413.37 9.84660×10−13 4.17330×10−14
1401.91 1.40060×10−12 5.89240×10−14 1413.97 9.66870×10−13 4.10030×10−14
1402.51 1.37450×10−12 5.78370×10−14 1414.57 9.49430×10−13 4.02880×10−14
1403.12 1.34890×10−12 5.67730×10−14 1415.18 9.32340×10−13 3.95870×10−14
1403.72 1.32380×10−12 5.57310×10−14 1415.78 9.15580×10−13 3.89010×10−14
1404.32 1.29920×10−12 5.47120×10−14 1416.38 8.99160×10−13 3.82280×10−14
1404.93 1.27510×10−12 5.37140×10−14 1416.98 8.83050×10−13 3.75690×10−14
1405.53 1.25160×10−12 5.27360×10−14 1417.59 8.67260×10−13 3.69230×10−14
1406.13 1.22840×10−12 5.17790×10−14 1418.19 8.51780×10−13 3.62900×10−14
1406.73 1.20580×10−12 5.08430×10−14 1418.79 8.36610×10−13 3.56700×10−14
1407.34 1.18360×10−12 4.99250×10−14 1419.40 8.21730×10−13 3.50620×10−14
1407.94 1.16190×10−12 4.90270×10−14 1420.00 8.07140×10−13 3.44660×10−14
1408.54 1.14050×10−12 4.81470×10−14 ··· ··· ···

